date,equity,dd_day,dd_week,regime,halted_today,halted_week,n_positions
2023-01-01,10000.0,0.0,0.0,bull,False,False,0
2023-01-02,10000.0,0.0,0.0,bull,False,False,0
2023-01-03,10000.0,0.0,0.0,bull,False,False,0
2023-01-04,10000.0,0.0,0.0,bull,False,False,0
2023-01-05,10000.0,0.0,0.0,bull,False,False,0
2023-01-06,10000.0,0.0,0.0,bull,False,False,0
2023-01-07,10000.0,0.0,0.0,bull,False,False,0
2023-01-08,10000.0,0.0,0.0,bull,False,False,0
2023-01-09,10000.0,0.0,0.0,bull,False,False,0
2023-01-10,10000.0,0.0,0.0,bull,False,False,0
2023-01-11,10000.0,0.0,0.0,bull,False,False,0
2023-01-12,10000.0,0.0,0.0,bull,False,False,0
2023-01-13,10000.0,0.0,0.0,bull,False,False,0
2023-01-14,10000.0,0.0,0.0,bull,False,False,0
2023-01-15,10000.0,0.0,0.0,bull,False,False,0
2023-01-16,10000.0,0.0,0.0,bull,False,False,0
2023-01-17,10000.0,0.0,0.0,bull,False,False,0
2023-01-18,10000.0,0.0,0.0,bull,False,False,0
2023-01-19,10000.0,0.0,0.0,bull,False,False,0
2023-01-20,10000.0,0.0,0.0,bull,False,False,0
2023-01-21,10000.0,0.0,0.0,bull,False,False,0
2023-01-22,10000.0,0.0,0.0,bull,False,False,1
2023-01-23,10039.215151873395,0.0,0.0,bull,False,False,1
2023-01-24,10042.721370326097,0.0,0.0,bull,False,False,1
2023-01-25,10024.202097236775,0.001844049277722819,0.001844049277722819,bull,False,False,1
2023-01-26,9996.28936707605,0.002784533860148351,0.004623448320217569,bull,False,False,2
2023-01-27,9971.718202616816,0.0024580285300825574,0.007070112282421669,bull,False,False,2
2023-01-28,9880.210277755747,0.009176745973131818,0.016181977631136185,bull,False,False,2
2023-01-29,9902.112260053087,0.0,0.014001096424767583,bull,False,False,2
2023-01-30,9890.03246088036,0.0012199214526640821,0.0012199214526640821,bull,False,False,2
2023-01-31,9896.69019994248,0.0,0.000547566010989375,bull,False,False,2
2023-02-01,10076.192986229302,0.0,0.0,bull,False,False,2
2023-02-02,10083.309120293632,0.0,0.0,bull,False,False,2
2023-02-03,10095.86693264296,0.0,0.0,bull,False,False,2
2023-02-04,10113.231035415474,0.0,0.0,bull,False,False,2
2023-02-05,10104.061746332824,0.0009066626729420926,0.0009066626729420926,bull,False,False,3
2023-02-06,10115.299809348428,0.0,0.0,bull,False,False,3
2023-02-07,10136.572159869256,0.0,0.0,bull,False,False,3
2023-02-08,10171.616457706663,0.0,0.0,bull,False,False,3
2023-02-09,10165.3441716886,0.0006166459425738297,0.0006166459425738297,bull,False,False,3
2023-02-10,10232.90523376228,0.0,0.0,bull,False,False,3
2023-02-11,10211.526769569162,0.002089188134234074,0.002089188134234074,bull,False,False,3
2023-02-12,10378.698185676483,0.0,0.0,bull,False,False,3
2023-02-13,10492.920940084296,0.0,0.0,bull,False,False,3
2023-02-14,10439.177941642007,0.005121833924906811,0.005121833924906811,bull,False,False,3
2023-02-15,10455.259658793442,0.0,0.0035892085250525878,bull,False,False,3
2023-02-16,10525.493397823731,0.0,0.0,bull,False,False,3
2023-02-17,10529.045767399137,0.0,0.0,bull,False,False,3
2023-02-18,10545.565323173916,0.0,0.0,bull,False,False,3
2023-02-19,10584.59471001969,0.0,0.0,bull,False,False,3
2023-02-20,10654.737014482662,0.0,0.0,bull,False,False,3
2023-02-21,10745.88576983357,0.0,0.0,bull,False,False,4
2023-02-22,10676.47238813679,0.0064595309482668745,0.0064595309482668745,bull,False,False,4
2023-02-23,10718.013924762328,0.0,0.0025937224411491096,bull,False,False,4
2023-02-24,10727.44308447212,0.0,0.0017162554820026718,bull,False,False,3
2023-02-25,10746.361402993745,0.0,0.0,bull,False,False,3
2023-02-26,10622.725989348133,0.011504862809766423,0.011504862809766423,bull,False,False,2
2023-02-27,10682.282636611031,0.0,0.0,bull,False,False,2
2023-02-28,10652.28459692418,0.002808205016410929,0.002808205016410929,bull,False,False,2
2023-03-01,10638.158588941144,0.0013261012559799656,0.004130582308191582,bull,False,False,2
2023-03-02,10660.542306163217,0.0,0.002035176486840368,bull,False,False,2
2023-03-03,10626.958380873453,0.003150301769390101,0.005179066836142955,bull,False,False,2
2023-03-04,10668.123619392223,0.0,0.0013254673837482334,bull,False,False,2
2023-03-05,10731.946957244072,0.0,0.0,bull,False,False,2
2023-03-06,10853.03253070427,0.0,0.0,bull,False,False,2
2023-03-07,10976.52212896853,0.0,0.0,bull,False,False,2
2023-03-08,10972.540851648308,0.00036270844931071683,0.00036270844931071683,bull,False,False,2
2023-03-09,11016.627791883824,0.0,0.0,bull,False,False,3
2023-03-10,11248.289456778106,0.0,0.0,bull,False,False,3
2023-03-11,11190.269320656329,0.005158129717831411,0.005158129717831411,bull,False,False,3
2023-03-12,11145.880212388092,0.00396675960124552,0.009104428258494253,bull,False,False,3
2023-03-13,11121.098296079334,0.0022234149153348105,0.0022234149153348105,bull,False,False,3
2023-03-14,11131.579923453195,0.0,0.001283011181028412,bull,False,False,3
2023-03-15,11190.200024314563,0.0,0.0,bull,False,False,3
