symbol,entry_date,exit_date,entry_price,exit_price,qty,r_multiple,pnl,exit_reason
AVAX,2023-01-23,2023-01-25,17.78837691360637,17.41935788843835,140.54120913571066,-0.29013403961830564,-51.86237999119507,signal
AVAX,2023-01-27,2023-01-29,17.801753172675383,17.331035835675042,139.70727382175195,-0.41083928376384177,-65.76263589295253,signal
SOL,2023-01-30,2023-02-10,72.81461134640973,74.7838932657224,33.92991736610815,0.4957938901324821,66.81757279284955,signal
AVAX,2023-02-04,2023-03-03,17.371179351077533,18.55592792528599,143.25884583370964,1.0013383070105202,169.72571334423648,signal
BTC,2023-02-01,2023-03-10,35163.84583041744,42989.37209302065,0.07032539063870566,3.70720132341654,550.3331913710207,stop
ETH,2023-03-03,2023-03-15,1906.633912171088,1854.917234156751,1.3936227887591994,-0.5018903246811313,-72.07354103970198,stop
SOL,2023-03-06,2023-03-28,76.50708686903661,78.52428949494032,34.92346242684138,0.40347249537199315,70.44770011307388,stop
BTC,2023-04-02,2023-04-08,47585.63945348779,44507.429653810905,0.056044353628600066,-0.9062697445435622,-172.51627855611358,stop
BTC,2023-04-13,2023-04-17,46324.9112188461,45546.09355788195,0.05663858314029296,-0.21331782903031038,-44.11112884164663,signal
AVAX,2023-04-15,2023-04-25,18.89694943788188,19.09227467970931,139.15137614113414,0.16333856807355546,27.179776195386644,signal
ETH,2023-04-24,2023-05-01,2016.5469330427911,1975.270317837872,1.302109284451977,-0.28324637422619126,-53.74666388907688,signal
BTC,2023-04-19,2023-05-04,47399.74236672826,46291.27765071033,0.053126263658485814,-0.28129130543412645,-58.88858875929677,signal
ETH,2023-05-02,2023-05-05,2006.16997134696,1961.7645800974208,1.2128589749549548,-0.25764741938148905,-53.85747731338984,signal
AVAX,2023-05-07,2023-05-15,18.945406617159737,18.22214214430975,136.07104703407927,-0.5431653344274908,-98.41535410324914,signal
ETH,2023-05-24,2023-05-26,2018.335197516948,1977.172344446337,1.2650611650129768,-0.3230337101589371,-52.073526860765064,signal
AVAX,2023-05-27,2023-06-01,18.723254038748056,17.957829842694988,135.6761538023844,-0.5832136420499078,-103.84981094776252,signal
ETH,2023-05-31,2023-06-06,2038.0932609088384,1997.5782417920668,1.2449268352980212,-0.34293795015215967,-50.43823453108124,signal
ETH,2023-06-07,2023-06-17,2008.3463842278595,2010.8505761184583,1.2456651416903932,0.02052303965371505,3.119384546222693,signal
AVAX,2023-06-13,2023-06-23,18.601891629935867,17.457681431473173,130.3681046497674,-0.7429641037639146,-149.16851489451565,stop
ETH,2023-06-22,2023-06-23,2044.1528423187367,1992.2799774603063,1.218062218943191,-0.40704018233771344,-63.18437687239999,signal
AVAX,2023-06-29,2023-07-07,18.30223181004572,17.92802732983258,134.69784024432244,-0.2903296304493182,-50.4045352944589,signal
ETH,2023-06-30,2023-07-12,2014.6362623613784,2116.6187462843573,1.2284247343921642,0.8927755382907274,125.27780572573847,signal
BTC,2023-06-27,2023-07-14,48416.46354363089,52343.8971452656,0.05059061581935034,1.7115634499977588,198.69128449630895,signal
ETH,2023-07-13,2023-07-14,2135.797028350166,2115.9102048153063,1.1953915911118815,-0.19555075059332602,-23.77254162749698,signal
SOL,2023-07-03,2023-07-20,70.46634744422866,72.08852687486736,34.1745541636879,0.4341947828508236,55.437258815582496,signal
ETH,2023-08-05,2023-08-19,2198.1459512147103,2282.3215127702842,1.163438380854315,0.8004450641078061,97.93307904371967,stop
AVAX,2023-08-14,2023-08-20,19.175782338993884,19.469875312693453,136.46119239014877,0.36778173622878785,40.132277864607964,signal
BTC,2023-07-23,2023-08-25,51005.5766551914,53688.47567287848,0.04951862502351024,1.1152229496019768,132.85347043279046,stop
SOL,2023-09-16,2023-09-17,73.56899605735295,66.58655490995633,29.71402896591346,-1.0,-207.47645850652899,stop
SOL,2023-12-25,2024-01-20,38.87155542989881,39.823277510187104,65.3842273250035,0.3669949184795848,62.227612847794894,signal
ETH,2024-01-22,2024-01-26,873.4648578485237,864.6286146502854,2.9275860350186935,-0.15095445608491734,-25.868862189191425,signal
ETH,2024-01-31,2024-02-15,881.9547112965164,964.4922829985032,2.8920717489223566,1.3752547549079146,238.70457934396953,signal
SOL,2024-03-14,2024-03-16,36.24207786130149,35.459942160624465,72.3117847821401,-0.2974884215560391,-56.55762845778532,signal
ETH,2024-03-11,2024-03-26,946.3196334218266,975.4620553592655,2.7584257549077433,0.42464262222798416,80.38720723261999,stop
ETH,2024-03-28,2024-04-02,1020.6883107509896,996.4435832363556,2.5876165394901554,-0.34831823650084764,-62.73605791229886,signal
BTC,2024-03-17,2024-04-11,27849.681679711477,32052.131440209512,0.09414036236559709,2.129332870997227,395.6201432765017,signal
BTC,2024-04-12,2024-04-18,33193.743756575255,31282.455117596266,0.0806018915009982,-0.7106714846127872,-154.053479506075,stop
ETH,2024-04-11,2024-04-30,1006.8161743546076,1153.623872213661,2.681254963917164,2.2051645687255594,393.6288686258378,signal
SOL,2024-04-21,2024-05-03,38.6323656228656,40.31677270367043,70.9760787439142,0.5929520571873762,119.55260960401037,signal
SOL,2024-05-10,2024-05-11,40.64227497751809,39.58274128335355,70.93251431842994,-0.3920683243298433,-75.1553889321854,signal
BTC,2024-04-25,2024-05-13,32436.3191033572,35389.86078150717,0.08639044438623554,1.2891779150185694,255.15777808864345,signal
