date,equity,dd_day,dd_week,regime,halted_today,halted_week,n_positions
2023-01-01,10000.0,0.0,0.0,bull,False,False,0
2023-01-02,10000.0,0.0,0.0,bull,False,False,0
2023-01-03,10000.0,0.0,0.0,bull,False,False,0
2023-01-04,10000.0,0.0,0.0,bull,False,False,0
2023-01-05,10000.0,0.0,0.0,bull,False,False,0
2023-01-06,10000.0,0.0,0.0,bull,False,False,0
2023-01-07,10000.0,0.0,0.0,bull,False,False,0
2023-01-08,10000.0,0.0,0.0,bull,False,False,0
2023-01-09,10000.0,0.0,0.0,bull,False,False,0
2023-01-10,10000.0,0.0,0.0,bull,False,False,0
2023-01-11,10000.0,0.0,0.0,bull,False,False,0
2023-01-12,10000.0,0.0,0.0,bull,False,False,0
2023-01-13,10000.0,0.0,0.0,bull,False,False,0
2023-01-14,10000.0,0.0,0.0,bull,False,False,0
2023-01-15,10000.0,0.0,0.0,bull,False,False,0
2023-01-16,10000.0,0.0,0.0,bull,False,False,0
2023-01-17,10000.0,0.0,0.0,bull,False,False,0
2023-01-18,10000.0,0.0,0.0,bull,False,False,0
2023-01-19,10000.0,0.0,0.0,bull,False,False,0
2023-01-20,10000.0,0.0,0.0,bull,False,False,0
2023-01-21,10000.0,0.0,0.0,bull,False,False,0
2023-01-22,10000.0,0.0,0.0,bull,False,False,0
2023-01-23,10000.0,0.0,0.0,bull,False,False,1
2023-01-24,9983.4258880983,0.0016574111901700235,0.0016574111901700235,bull,False,False,1
2023-01-25,9948.137620008805,0.0035346852358130176,0.005186237999119475,bull,False,False,0
2023-01-26,9948.137620008805,0.0,0.005186237999119475,bull,False,False,0
2023-01-27,9948.137620008805,0.0,0.005186237999119475,bull,False,False,1
2023-01-28,9925.798557492686,0.0022455522198635792,0.007420144250731391,bull,False,False,1
2023-01-29,9882.374984115853,0.0043748191266740595,0.011762501588414671,bull,False,False,0
2023-01-30,9882.374984115853,0.0,0.0,bull,False,False,1
2023-01-31,9891.570716878916,0.0,0.0,bull,False,False,1
2023-02-01,9891.64477753331,0.0,0.0,bull,False,False,2
2023-02-02,9873.993898118251,0.0017844230976783166,0.0017844230976783166,bull,False,False,2
2023-02-03,9959.591310569804,0.0,0.0,bull,False,False,2
2023-02-04,9954.300418422947,0.0005312358692110133,0.0005312358692110133,bull,False,False,3
2023-02-05,10041.181779721308,0.0,0.0,bull,False,False,3
2023-02-06,9985.203581464513,0.005574861553631626,0.005574861553631626,bull,False,False,3
2023-02-07,9984.958596243505,2.453482485456348e-05,0.0055992596002343836,bull,False,False,3
2023-02-08,10090.679750596659,0.0,0.0,bull,False,False,3
2023-02-09,10006.608395393832,0.008331584916056357,0.008331584916056357,bull,False,False,3
2023-02-10,10076.710893856434,0.0,0.0013843325807063231,bull,False,False,2
2023-02-11,10004.884247528018,0.007127985221071242,0.008502450299601243,bull,False,False,2
2023-02-12,10055.467354865432,0.0,0.003489596003593795,bull,False,False,2
2023-02-13,10109.165916619226,0.0,0.0,bull,False,False,2
2023-02-14,10133.321331130905,0.0,0.0,bull,False,False,2
2023-02-15,10101.284483336425,0.0031615347769598464,0.0031615347769598464,bull,False,False,2
2023-02-16,10191.718506107067,0.0,0.0,bull,False,False,2
2023-02-17,10235.801958834207,0.0,0.0,bull,False,False,2
2023-02-18,10374.10851220162,0.0,0.0,bull,False,False,2
2023-02-19,10404.060114775253,0.0,0.0,bull,False,False,2
2023-02-20,10450.893235884903,0.0,0.0,bull,False,False,2
2023-02-21,10526.004018649099,0.0,0.0,bull,False,False,2
2023-02-22,10524.776025565683,0.00011666279826988326,0.00011666279826988326,bull,False,False,2
2023-02-23,10568.697254452432,0.0,0.0,bull,False,False,2
2023-02-24,10618.574351125375,0.0,0.0,bull,False,False,2
2023-02-25,10693.705283661533,0.0,0.0,bull,False,False,2
2023-02-26,10631.361667327197,0.005829935899728604,0.005829935899728604,bull,False,False,2
2023-02-27,10690.845997534856,0.0,0.0,bull,False,False,2
2023-02-28,10661.289441188557,0.002764660191823363,0.002764660191823363,bull,False,False,2
2023-03-01,10647.348980485109,0.0013075773601635141,0.004068622544911504,bull,False,False,2
2023-03-02,10663.376413039514,0.0,0.0025694490877219813,bull,False,False,2
2023-03-03,10628.513879290937,0.0032693710132886545,0.005830419618643117,bull,False,False,2
2023-03-04,10675.13262454449,0.0,0.0014697969640558451,bull,False,False,2
2023-03-05,10642.396132248763,0.0030666122330376693,0.004531901899743459,bull,False,False,2
2023-03-06,10687.56949463156,0.0,0.0,bull,False,False,3
2023-03-07,10704.011989087583,0.0,0.0,bull,False,False,3
2023-03-08,10813.05958016904,0.0,0.0,bull,False,False,3
2023-03-09,10900.920712334948,0.0,0.0,bull,False,False,3
2023-03-10,10897.950668042024,0.00027245811352095506,0.00027245811352095506,bull,False,False,2
2023-03-11,10864.167029695876,0.0030999991994106655,0.0033716126929978327,bull,False,False,2
2023-03-12,10767.331968436596,0.008913252253448746,0.012254812912012959,bull,False,False,2
2023-03-13,10756.796619844543,0.000978454887704453,0.000978454887704453,bull,False,False,2
2023-03-14,10801.702593760656,0.0,0.0,bull,False,False,2
