symbol,entry_date,exit_date,entry_price,exit_price,qty,r_multiple,pnl,exit_reason
AVAX,2023-02-11,2023-02-15,17.797845670206154,17.704455961819974,141.43842181268425,-0.08297952888069801,-13.208892967688117,signal
SOL,2023-01-31,2023-02-23,73.08563271860581,76.48691955687009,34.20644943480884,0.9065472207777919,116.34594624636804,signal
AVAX,2023-02-18,2023-03-03,18.22042790124481,18.55592792528599,136.67797952531566,0.22731659589393818,45.855465416642986,signal
SOL,2023-03-08,2023-03-20,77.86802172844024,79.92673241749995,32.5839551763922,0.38189843976854443,67.08093681348105,signal
ETH,2023-03-16,2023-03-26,1984.1453042478115,1970.662423015581,1.2894698426999147,-0.09171162862125408,-17.38576874166591,signal
AVAX,2023-04-20,2023-04-26,19.26571180882812,18.840494475701885,132.3424717961082,-0.4124196297166801,-56.27431291647499,stop
ETH,2023-04-24,2023-04-28,2016.5469330427911,1954.8129366385472,1.267023061460448,-0.42362801700636876,-78.21839712029346,signal
BTC,2023-04-27,2023-05-04,47255.458902279526,46291.27765071033,0.05336663700403705,-0.255243502039874,-51.45511085859123,signal
BTC,2023-05-06,2023-05-12,46576.83901155306,47895.35783889373,0.05374312683278157,0.3955596068696631,70.86132456918031,signal
AVAX,2023-05-07,2023-05-15,18.945406617159737,18.22214214430975,133.04546824906987,-0.5431653344274908,-96.22706045824322,signal
BTC,2023-05-15,2023-05-16,47683.117633849455,44835.18989528555,0.052533525701922226,-1.0,-149.61168505106426,stop
SOL,2023-05-15,2023-05-16,72.82993541607858,71.73689441485878,34.39467948797046,-0.29160202931417817,-37.59479490416543,signal
ETH,2023-05-11,2023-05-22,2015.9744467550968,1994.628779849152,1.2403458394292513,-0.1672641870816094,-26.476009136631394,signal
BTC,2023-05-26,2023-05-27,46682.38866562603,46225.1952270585,0.052147144503978456,-0.1624517232095408,-23.841332307251616,signal
SOL,2023-05-22,2023-05-27,75.27504768757483,72.84450837848338,32.45993174742331,-0.4517779208879021,-78.89514008253767,signal
SOL,2023-05-28,2023-05-29,74.36444849224311,73.11670610418932,31.886766423638683,-0.20728098580255813,-39.78647008474447,signal
AVAX,2023-05-27,2023-06-01,18.723254038748056,17.957829842694988,129.13026694621135,-0.5832136420499078,-98.83943076342193,signal
ETH,2023-06-01,2023-06-03,2042.548075884905,1981.6444086769848,1.1813880517649464,-0.5597672363021245,-71.95086474810563,signal
BTC,2023-05-28,2023-06-09,46917.557798840826,48834.41130290101,0.05113880313624814,0.6362405948165428,98.02559398516125,signal
ETH,2023-06-09,2023-06-18,2043.6418734656047,1994.1156432293487,1.169285592670993,-0.43847153053141735,-57.91030747456062,signal
AVAX,2023-06-14,2023-06-23,18.30676660703469,17.457681431473173,124.93747852814977,-0.5535283659528686,-106.0825608902872,stop
AVAX,2023-07-03,2023-07-08,18.173745834910843,17.65356073428277,130.0049044827397,-0.44834046663465255,-67.62661432049693,signal
BTC,2023-06-29,2023-07-15,49669.849353622885,51100.67952082255,0.04728427431721153,0.5764737184207251,67.65576612721068,stop
SOL,2023-07-06,2023-07-20,71.53601573836617,72.08852687486736,32.372829185999095,0.15927707303473507,17.88634864531496,signal
ETH,2023-07-04,2023-07-29,2070.607975515512,2165.9738385198843,1.143291760140258,0.9594483369250741,109.03100537156361,stop
AVAX,2023-07-16,2023-07-29,18.475367268124685,19.235686495820683,129.2103277202034,0.7837414722216427,98.24109658257186,signal
BTC,2023-08-03,2023-08-19,51624.80707814048,54714.97224620359,0.046584187309266,1.2743330626444553,143.95283300562141,signal
AVAX,2023-08-17,2023-08-26,20.03343785063173,19.9546415076283,122.65059639116949,-0.07602942513027423,-9.66441846281414,signal
SOL,2023-09-03,2023-09-04,75.16868931275022,73.17890615663548,32.43999341564816,-0.38180378056214653,-64.54855248292978,signal
SOL,2023-09-06,2023-09-09,72.78645793425136,72.15484654342082,33.280018247843614,-0.11977606911731778,-21.02003861238634,signal
BTC,2023-11-13,2023-11-14,27592.86628488162,26604.341370356116,0.08870417040272072,-0.46758381014738726,-87.68628246540523,signal
