,open,high,low,close,volume
2022-01-31,79.53243557152908,80.70083364401466,70.20092467928131,75.26800876998597,2152787.449600718
2022-02-01,75.55301080295983,75.73212986695381,75.26630625337685,75.49885879790935,1091452.3673807872
2022-02-02,75.42488859561719,76.80982224392741,75.26615793507,76.03407270412453,727862.4420285637
2022-02-03,76.4048265443249,77.04357300650175,76.026565004662,76.53337972002953,2095920.8114192807
2022-02-04,75.95280775901817,76.8465615033875,75.8088496272722,76.32594202093563,445637.5242028284
2022-02-07,75.62790690139563,77.23727416302798,75.071765803377,76.14682237137711,7584515.920142815
2022-02-08,76.80358676052701,77.2896501950736,75.88080176122527,76.58198629342822,10939648.132025985
2022-02-09,75.023724896402,80.40448356253457,73.58108895663933,76.91715970787988,13159622.016265925
2022-02-10,74.97396479808586,82.09121132275033,72.5438794129172,77.1700391023479,623081.4096528962
2022-02-11,77.59277576684953,77.5947573528207,76.17124683974153,76.87970743825417,436332.58037120645
2022-02-14,76.00536991386667,79.90796665886191,74.18865084143546,76.99522217581668,2544038.6614783127
2022-02-15,76.94521178471682,80.15495336438481,74.25497038829715,77.14858189589575,1008457.1784493924
2022-02-16,77.65348652285802,78.17992851673264,76.40588629148145,77.28781746514532,537277.4872975907
2022-02-17,77.66645505196526,78.32235388858747,76.76256379022755,77.53853678380494,4878181.224165681
2022-02-18,77.70918662883778,77.89576146604439,77.39667047654746,77.64581496582531,2110049.354471586
2022-02-21,77.96864363808643,78.27553082634181,77.52277312843903,77.89824271290483,599303.7156162142
2022-02-22,74.90375404145773,82.61335925260668,74.68097456316119,78.54709530543582,973244.4673991343
2022-02-23,78.41211853208887,80.33881663770259,77.08573064766043,78.69546606943581,3292330.378463877
2022-02-24,80.11846786900612,80.3091944644054,77.5978565350524,78.94188590662472,1664833.808071475
2022-02-25,78.57227174971294,80.31756194352792,78.56829575640646,79.43811403358339,10077453.859472074
2022-02-28,78.33297984331371,81.54335735535162,78.12176140060042,79.81422622013368,1420172.863990928
2022-03-01,80.42353397987718,81.00490394798403,79.79940611979643,80.39989569545646,1648310.1643546128
2022-03-02,81.05357580062363,82.63567486048738,78.98935509304417,80.79194678251281,814416.8786480856
2022-03-03,81.47805355339877,81.83827826760654,80.75642144168906,81.29555024625306,450434.13353393483
2022-03-04,82.67530746800513,82.84944983108433,81.3306077134969,82.08651596633251,2720958.4261362096
2022-03-07,83.90307415957896,83.94823726566862,81.52260641285336,82.7265320538818,124658.34879641929
2022-03-08,83.2759057075866,83.45870095600695,83.16825845573096,83.31335314035049,2277809.1454093265
2022-03-09,84.24146394788562,85.60009852896907,81.84837107336864,83.70321755055762,4861363.594582577
2022-03-10,81.42612695434522,87.45867914042401,81.2200020953071,84.2816356215162,258903.1845408063
2022-03-11,84.25089823881801,88.4016958138502,82.1182575659251,85.20207289794253,3832019.218417646
2022-03-14,86.500474162043,87.95644195506061,84.05381101701416,85.982987560445,917819.1589020257
2022-03-15,85.86385739613218,88.30208641648437,84.6351724481471,86.44918918873874,871360.5095296851
2022-03-16,86.64648524629219,88.11479098291046,85.81270284539927,86.95612902435896,3240244.9104727255
2022-03-17,87.9525322855625,95.55829256614567,79.34177901860285,87.07333077457258,2865938.8070724607
2022-03-18,88.8708106370548,89.63072920387323,86.72350391057883,88.16513423468561,4526214.52940856
2022-03-21,91.24901995427084,93.75659431173816,83.98056225637141,88.73404930207053,3896871.526663395
2022-03-22,89.47241563250503,90.52245314694396,88.26554393359024,89.38687579962702,1668296.8825229453
2022-03-23,90.34006058513778,93.83791335663962,85.10974807614892,89.36733836125528,2012398.9998034993
2022-03-24,89.43462490891015,90.79544148730504,88.10787444198358,89.44156393125033,1583193.9790712565
2022-03-25,91.77360189002675,92.07178102446916,88.5077309277673,90.27216858453123,941651.7060638701
2022-03-28,90.94448649059366,95.16692525065396,86.18701332553711,90.56573885707833,1082733.4022829048
2022-03-29,90.57262105218301,92.69120063798803,90.03906800495241,91.35551060392851,1996480.7235690053
2022-03-30,90.31778240869862,92.78261795958367,89.81745938702213,91.28800041849145,778929.9356626752
2022-03-31,91.77050611522272,92.20540039199831,91.0002797709895,91.60085824962532,5662314.40342435
2022-04-01,90.60896417839558,92.06075573506273,89.88680248545714,90.96728514921999,5352453.617664332
2022-04-04,90.97697200975533,92.69216308617477,90.87461077414551,91.77888778074046,1508358.857095679
2022-04-05,91.10738771676131,91.44884970709427,91.02459452893532,91.2364755167899,3986674.4916099776
2022-04-06,90.7881938776775,91.42821484013764,89.89092754282314,90.65631271767278,3407320.1779875793
2022-04-07,90.08927885479574,90.41654163472856,89.14125705092799,89.77663493090655,8225121.925856444
2022-04-08,88.31098577980622,90.77730312850815,87.9062373901933,89.33023652972253,873066.8781389308
2022-04-11,89.53455297164186,89.94996095656339,87.60418383976936,88.76932418363258,3159395.4095780556
2022-04-12,89.45563777046411,90.00576194088063,84.69627551462318,87.31066837018493,923640.1949968849
2022-04-13,88.25985834320737,88.50842663691932,83.87253482141658,86.15930649148594,1398948.2671843641
2022-04-14,85.29361758713911,87.10672338581684,83.51858425407208,85.29378767644508,6430431.237559135
2022-04-15,82.11261600250025,87.89533879802327,81.30362440465434,84.53525662440688,805231.1123210925
2022-04-18,84.87455206475609,84.90982449772468,82.37426378499664,83.63243558042144,2399029.4243685785
2022-04-19,77.79155058339153,88.47250872730439,77.21926574719288,82.65459553306493,303438.13546832016
2022-04-20,84.09738020476414,84.11579845536093,80.43917118689151,82.25694567313354,3785933.8066041246
2022-04-21,82.95606097594943,84.09571749207353,78.26903111574153,81.1300827627318,294115.2211271744
2022-04-22,80.40394150809396,80.49268539536713,80.37442112505413,80.43353152419539,7176875.409343398
2022-04-25,80.746161698273,80.76114239584973,78.91327682873073,79.83186323071905,363465.77476009534
2022-04-26,79.63566404435566,83.46307178738186,74.95517808886515,79.094812786092,505073.736060907
2022-04-27,77.27474251685851,80.35175683894467,76.16473614556404,78.23023941207607,820736.5568598271
