date,equity,dd_day,dd_week,regime,halted_today,halted_week,n_positions
2023-01-01,10000.0,0.0,0.0,bull,False,False,0
2023-01-02,10000.0,0.0,0.0,bull,False,False,0
2023-01-03,10000.0,0.0,0.0,bull,False,False,0
2023-01-04,10000.0,0.0,0.0,bull,False,False,0
2023-01-05,10000.0,0.0,0.0,bull,False,False,0
2023-01-06,10000.0,0.0,0.0,bull,False,False,0
2023-01-07,10000.0,0.0,0.0,bull,False,False,0
2023-01-08,10000.0,0.0,0.0,bull,False,False,0
2023-01-09,10000.0,0.0,0.0,bull,False,False,0
2023-01-10,10000.0,0.0,0.0,bull,False,False,0
2023-01-11,10000.0,0.0,0.0,bull,False,False,0
2023-01-12,10000.0,0.0,0.0,bull,False,False,0
2023-01-13,10000.0,0.0,0.0,bull,False,False,0
2023-01-14,10000.0,0.0,0.0,bull,False,False,0
2023-01-15,10000.0,0.0,0.0,bull,False,False,0
2023-01-16,10000.0,0.0,0.0,bull,False,False,0
2023-01-17,10000.0,0.0,0.0,bull,False,False,0
2023-01-18,10000.0,0.0,0.0,bull,False,False,0
2023-01-19,10000.0,0.0,0.0,bull,False,False,0
2023-01-20,10000.0,0.0,0.0,bull,False,False,0
2023-01-21,10000.0,0.0,0.0,bull,False,False,0
2023-01-22,10000.0,0.0,0.0,bull,False,False,0
2023-01-23,10000.0,0.0,0.0,bull,False,False,0
2023-01-24,10000.0,0.0,0.0,bull,False,False,0
2023-01-25,10000.0,0.0,0.0,bull,False,False,0
2023-01-26,10000.0,0.0,0.0,bull,False,False,0
2023-01-27,10000.0,0.0,0.0,bull,False,False,0
2023-01-28,10000.0,0.0,0.0,bull,False,False,0
2023-01-29,10000.0,0.0,0.0,bull,False,False,0
2023-01-30,10000.0,0.0,0.0,bull,False,False,0
2023-01-31,10000.0,0.0,0.0,bull,False,False,0
2023-02-01,10000.0,0.0,0.0,bull,False,False,0
2023-02-02,10000.0,0.0,0.0,bull,False,False,0
2023-02-03,10000.0,0.0,0.0,bull,False,False,0
2023-02-04,10000.0,0.0,0.0,bull,False,False,0
2023-02-05,10000.0,0.0,0.0,bull,False,False,0
2023-02-06,10000.0,0.0,0.0,bull,False,False,0
2023-02-07,10000.0,0.0,0.0,bull,False,False,0
2023-02-08,10000.0,0.0,0.0,bull,False,False,0
2023-02-09,10000.0,0.0,0.0,bull,False,False,0
2023-02-10,10000.0,0.0,0.0,bull,False,False,0
2023-02-11,10000.0,0.0,0.0,bull,False,False,0
2023-02-12,10000.0,0.0,0.0,bull,False,False,0
2023-02-13,10000.0,0.0,0.0,bull,False,False,0
2023-02-14,10000.0,0.0,0.0,bull,False,False,0
2023-02-15,10000.0,0.0,0.0,bull,False,False,1
2023-02-16,10003.980946962909,0.0,0.0,bull,False,False,1
2023-02-17,9984.583326711543,0.0019389901234522812,0.0019389901234522812,bull,False,False,1
2023-02-18,10038.412456946622,0.0,0.0,bull,False,False,1
2023-02-19,10028.526418013063,0.0009848209541058943,0.0009848209541058943,bull,False,False,1
2023-02-20,10048.956096345482,0.0,0.0,bull,False,False,1
2023-02-21,10086.811950337824,0.0,0.0,bull,False,False,1
2023-02-22,10080.083631393734,0.0006670411798312755,0.0006670411798312755,bull,False,False,1
2023-02-23,10085.037076083094,0.0,0.0001759598834070313,bull,False,False,1
2023-02-24,10076.875791344479,0.0008092468750531098,0.0009850643634743592,bull,False,False,1
2023-02-25,10109.928643080797,0.0,0.0,bull,False,False,1
2023-02-26,10097.130751867826,0.0012658735451837157,0.0012658735451837157,bull,False,False,1
2023-02-27,10108.79702829054,0.0,0.0,bull,False,False,1
2023-02-28,10104.900068035602,0.0003855018796037372,0.0003855018796037372,bull,False,False,1
2023-03-01,10102.955809097111,0.00019240753747193788,0.0005778352436083298,bull,False,False,1
2023-03-02,10076.414825362286,0.0026270513537163674,0.0032033685944657508,bull,False,False,1
2023-03-03,10063.389358294084,0.0012926688007541584,0.004491896500580528,bull,False,False,1
2023-03-04,10072.7121771109,0.0,0.003569648404123053,bull,False,False,1
2023-03-05,10100.81960466287,0.0,0.0007891565737590737,bull,False,False,1
2023-03-06,10135.460298745958,0.0,0.0,bull,False,False,1
2023-03-07,10175.257987657205,0.0,0.0,bull,False,False,1
2023-03-08,10176.041506444646,0.0,0.0,bull,False,False,1
2023-03-09,10225.347170152676,0.0,0.0,bull,False,False,1
2023-03-10,10264.52935178694,0.0,0.0,bull,False,False,1
2023-03-11,10230.549123263292,0.0033104516884382824,0.0033104516884382824,bull,False,False,1
2023-03-12,10264.568981700942,0.0,0.0,bull,False,False,1
2023-03-13,10230.176738853283,0.003350578373916362,0.003350578373916362,bull,False,False,1
2023-03-14,10195.071320305193,0.003431555430979272,0.0067706361094797,bull,False,False,1
2023-03-15,10179.914324820436,0.0014866983279036715,0.008247268544000564,bull,False,False,1
2023-03-16,10191.501337832706,0.0,0.007118432736776119,bull,False,False,1
2023-03-17,10180.30260844792,0.0010988301932722505,0.008209440981228422,bull,False,False,1
2023-03-18,10140.18144104498,0.003941058428817853,0.012118145523471322,bull,False,False,0
2023-03-19,10140.18144104498,0.0,0.012118145523471322,bull,False,False,0
