,open,high,low,close,volume
2023-01-01,17.5,17.64011314968056,17.27795993913881,17.364003906157453,4154472.9089509216
2023-01-02,17.364003906157453,17.555119278049233,17.29690942080419,17.449603415274282,4175179.7050532857
2023-01-03,17.449603415274282,17.65545069031844,17.368234741500164,17.52948979561472,3988291.597705735
2023-01-04,17.52948979561472,17.638584851333256,17.442062208098612,17.595367596193025,4052383.6375575247
2023-01-05,17.595367596193025,18.023947180585047,17.375831895204193,17.89532637027223,4139601.89050357
2023-01-06,17.89532637027223,18.807970909290017,17.592011867444953,18.581656907828275,3750290.452018294
2023-01-07,18.581656907828275,18.7190287919522,18.204964651282626,18.334928229572522,2392433.476102275
2023-01-08,18.334928229572522,18.410925997696733,17.84113251964814,17.989647418473798,1765669.780305034
2023-01-09,17.989647418473798,18.07677462320679,17.55687942631401,17.751097339678157,5827608.019115796
2023-01-10,17.751097339678157,17.781730151346842,17.68422518585056,17.711943423162474,3796444.16637045
2023-01-11,17.711943423162474,17.879107099854735,17.073254466241657,17.33461289685475,2872987.9657915374
2023-01-12,17.33461289685475,17.86834762706739,17.016556018527737,17.788763537804954,5781379.787102113
2023-01-13,17.788763537804954,18.61163553468075,17.5822721256085,18.36807448421012,4363901.003643333
2023-01-14,18.36807448421012,18.460518955913983,18.286991968331314,18.420191832878803,3091093.931639637
2023-01-15,18.420191832878803,18.553561264300434,18.11976422448824,18.283453098926024,4004908.5571268825
2023-01-16,18.283453098926024,18.49392365149463,18.151877105911062,18.370139914718973,2519080.236735586
2023-01-17,18.370139914718973,18.562038064319243,18.29078362688934,18.43521485764726,3521200.8821317293
2023-01-18,18.43521485764726,18.542420648473378,18.22492755343111,18.278774306215958,4770875.40840369
2023-01-19,18.278774306215958,18.386551800934214,18.118899690055237,18.233547210262483,4200475.972412048
2023-01-20,18.233547210262483,18.841076216329864,18.136690476998698,18.69071281232651,2915618.4757074765
2023-01-21,18.69071281232651,18.947356800966865,18.54375114584631,18.792337265164043,4615308.042594712
2023-01-22,18.792337265164043,18.9889635902263,18.19088005210792,18.40255871324932,4594959.212120312
2023-01-23,18.40255871324932,18.479910337887482,18.18992294528432,18.265429456022737,2322484.92938008
2023-01-24,18.265429456022737,18.628681912047316,17.010206417133443,17.501112990532146,4973850.273424932
2023-01-25,17.501112990532146,17.62234827232258,17.16236422694891,17.315456671097525,1847378.6765403447
2023-01-26,17.315456671097525,17.400879841980434,16.846713351881633,17.039863092418518,4840522.149370574
2023-01-27,17.039863092418518,17.069336842271454,16.888662247922973,16.97702674619416,3374546.2261848743
2023-01-28,16.97702674619416,17.49174114040989,16.73218730331571,17.3206129341004,4277097.183019447
2023-01-29,17.3206129341004,17.378542683606824,17.239678556793873,17.27792177188763,5673489.538727077
2023-01-30,17.27792177188763,17.549443785652898,17.2076912359489,17.497543700642776,4525118.068962023
2023-01-31,17.497543700642776,17.628025507552824,17.32671408979736,17.409009938522566,2956335.1331113437
2023-02-01,17.409009938522566,17.549508856347284,17.31105392427486,17.483935415241213,2980762.039356186
2023-02-02,17.483935415241213,17.591208599610646,17.4620827810717,17.505020652746044,2825986.4999753153
2023-02-03,17.505020652746044,17.66312202224145,17.21487250622984,17.341315761727948,2437030.7707185647
2023-02-04,17.341315761727948,18.619160478868874,16.99387417133535,18.087435122302235,3946135.847162979
2023-02-05,18.087435122302235,18.21711769234819,17.7758624945667,17.88452769199947,6437649.794533832
2023-02-06,17.88452769199947,18.082639962866335,17.76025034463951,17.97197786981808,2691519.8565070396
