date,equity,dd_day,dd_week,regime,halted_today,halted_week,n_positions
2023-01-01,10000.0,0.0,0.0,bull,False,False,0
2023-01-02,10000.0,0.0,0.0,bull,False,False,0
2023-01-03,10000.0,0.0,0.0,bull,False,False,0
2023-01-04,10000.0,0.0,0.0,bull,False,False,0
2023-01-05,10000.0,0.0,0.0,bull,False,False,0
2023-01-06,10000.0,0.0,0.0,bull,False,False,0
2023-01-07,10000.0,0.0,0.0,bull,False,False,0
2023-01-08,10000.0,0.0,0.0,bull,False,False,0
2023-01-09,10000.0,0.0,0.0,bull,False,False,0
2023-01-10,10000.0,0.0,0.0,bull,False,False,0
2023-01-11,10000.0,0.0,0.0,bull,False,False,0
2023-01-12,10000.0,0.0,0.0,bull,False,False,0
2023-01-13,10000.0,0.0,0.0,bull,False,False,0
2023-01-14,10000.0,0.0,0.0,bull,False,False,0
2023-01-15,10000.0,0.0,0.0,bull,False,False,0
2023-01-16,10000.0,0.0,0.0,bull,False,False,0
2023-01-17,10000.0,0.0,0.0,bull,False,False,0
2023-01-18,10000.0,0.0,0.0,bull,False,False,0
2023-01-19,10000.0,0.0,0.0,bull,False,False,0
2023-01-20,10000.0,0.0,0.0,bull,False,False,0
2023-01-21,10000.0,0.0,0.0,bull,False,False,0
2023-01-22,10000.0,0.0,0.0,bull,False,False,0
2023-01-23,10000.0,0.0,0.0,bull,False,False,1
2023-01-24,9990.727934121143,0.0009272065878856666,0.0009272065878856666,bull,False,False,1
2023-01-25,9970.98659603817,0.001975965936931462,0.002901340396182968,bull,False,False,0
2023-01-26,9970.98659603817,0.0,0.002901340396182968,bull,False,False,0
2023-01-27,9970.98659603817,0.0,0.002901340396182968,bull,False,False,1
2023-01-28,9957.071191795181,0.0013955895045048186,0.0042928808204818775,bull,False,False,1
2023-01-29,9930.021866122817,0.0027165945840231702,0.00699781338771827,bull,False,False,0
2023-01-30,9930.021866122817,0.0,0.0,bull,False,False,1
2023-01-31,9936.79745461298,0.0,0.0,bull,False,False,1
2023-02-01,9936.85202389315,0.0,0.0,bull,False,False,2
2023-02-02,9924.3749154625,0.001255639955254354,0.001255639955254354,bull,False,False,2
2023-02-03,9986.591796957036,0.0,0.0,bull,False,False,2
2023-02-04,9984.50472280222,0.00020898763033980102,0.00020898763033980102,bull,False,False,3
2023-02-05,10038.957517143019,0.0,0.0,bull,False,False,3
2023-02-06,10004.254865386676,0.00345679834754582,0.00345679834754582,bull,False,False,3
2023-02-07,10000.999724307021,0.0003253756650000329,0.003781049254484749,bull,False,False,3
2023-02-08,10073.110669417016,0.0,0.0,bull,False,False,3
2023-02-09,10016.339834604916,0.005635879191167984,0.005635879191167984,bull,False,False,3
2023-02-10,10060.09883491342,0.0,0.0012917394567202123,bull,False,False,2
2023-02-11,10011.623798056859,0.004818544792853332,0.006104059945140641,bull,False,False,2
2023-02-12,10048.415597794177,0.0,0.0024515834714111877,bull,False,False,2
2023-02-13,10078.318220609663,0.0,0.0,bull,False,False,2
2023-02-14,10096.767508420002,0.0,0.0,bull,False,False,2
2023-02-15,10077.226195144303,0.001935402915775013,0.001935402915775013,bull,False,False,2
2023-02-16,10137.145185676593,0.0,0.0,bull,False,False,2
2023-02-17,10169.651436062835,0.0,0.0,bull,False,False,2
2023-02-18,10253.911048575468,0.0,0.0,bull,False,False,2
2023-02-19,10275.487780928355,0.0,0.0,bull,False,False,2
2023-02-20,10303.6792794196,0.0,0.0,bull,False,False,2
2023-02-21,10348.105912906936,0.0,0.0,bull,False,False,2
2023-02-22,10348.323787332705,0.0,0.0,bull,False,False,2
2023-02-23,10376.957991291183,0.0,0.0,bull,False,False,2
2023-02-24,10411.605784275034,0.0,0.0,bull,False,False,2
2023-02-25,10456.78820966782,0.0,0.0,bull,False,False,2
2023-02-26,10417.034885280913,0.003801676345529649,0.003801676345529649,bull,False,False,2
2023-02-27,10455.04916700465,0.0,0.0,bull,False,False,2
2023-02-28,10435.867031580012,0.0018347245544455136,0.0018347245544455136,bull,False,False,2
2023-03-01,10426.83612529241,0.0008653719197718538,0.0026985087551074345,bull,False,False,2
2023-03-02,10441.666392917736,0.0,0.0012800297610411704,bull,False,False,2
2023-03-03,10420.343381541741,0.0020421080863546226,0.003319523888269996,bull,False,False,2
2023-03-04,10452.853105514589,0.0,0.00021004793521128248,bull,False,False,2
2023-03-05,10428.375542980004,0.002341711137380384,0.0025512672010023986,bull,False,False,2
2023-03-06,10457.975467417067,0.0,0.0,bull,False,False,3
2023-03-07,10469.400559031867,0.0,0.0,bull,False,False,3
2023-03-08,10540.494701538333,0.0,0.0,bull,False,False,3
2023-03-09,10598.566192864344,0.0,0.0,bull,False,False,3
2023-03-10,10592.446420233493,0.0005774151446042993,0.0005774151446042993,bull,False,False,2
2023-03-11,10574.07828913251,0.0017340782641010882,0.0023104921256537664,bull,False,False,2
2023-03-12,10507.924329427762,0.0062562388792542015,0.008552276014241241,bull,False,False,2
2023-03-13,10496.433784696008,0.0010935123218935425,0.0010935123218935425,bull,False,False,2
2023-03-14,10521.813861008406,0.0,0.0,bull,False,False,2
2023-03-15,10497.949827373619,0.002268053203566177,0.002268053203566177,bull,False,False,1
