symbol,entry_date,exit_date,entry_price,exit_price,qty,r_multiple,pnl,exit_reason
SOL,2022-03-14,2022-04-06,107.4280789723817,114.25793056434307,7.602780447835874,0.5192586214498462,51.92586214498464,stop
ETH,2022-03-23,2022-04-07,3074.5712327542215,2957.0437589280923,0.48718315448082034,-0.5696850759854034,-57.25740543677565,stop
BTC,2022-07-29,2022-08-09,22916.3755259932,21900.54145886182,0.05242333496733455,-0.5291060359336516,-53.25340957245823,signal
SOL,2022-07-27,2022-08-10,44.37678364168661,44.24320322828865,14.227538782308972,-0.018981632028584543,-1.9005205121763111,signal
ETH,2022-07-26,2022-08-15,1494.1931029022605,1601.7570698019715,0.5969559411135581,0.642452016979388,64.21094909052458,signal
AVAX,2022-07-29,2022-09-01,22.776105274879157,23.638950484533286,28.15346409408811,0.24135707212658572,24.292081628753444,signal
BTC,2022-10-13,2022-11-01,19658.93241107973,20242.703203225294,0.10735080370330999,0.6249317310923147,62.66826371534402,signal
ETH,2022-10-24,2022-11-02,1478.1688007120265,1503.3989283646163,0.6471770257912484,0.1620439941358147,16.32835897453658,signal
AVAX,2023-01-12,2023-02-24,13.933386824222696,18.389629301214768,47.7462379463251,2.055040712797259,212.76881365298465,signal
SOL,2023-01-13,2023-03-01,14.311701397446123,22.878936678579137,52.04505063841299,4.285318652210365,445.88219403776606,signal
AVAX,2023-04-12,2023-05-02,18.366737627266485,18.446042697283062,59.305835083332695,0.03774311337682696,4.703253403675277,signal
SOL,2023-04-26,2023-05-03,21.477102596171342,21.576429828410767,43.89319482124477,0.03460284489205978,4.359789555740095,signal
BTC,2023-01-05,2023-05-05,17284.945703984165,28982.999692884056,0.09535759348584234,11.036872581545534,1115.4982768489522,signal
ETH,2023-01-05,2023-05-11,1232.201545766326,1877.4032759734243,1.0604976152973913,6.769901417791053,684.2348962703786,signal
ETH,2023-06-05,2023-07-11,1864.2956921252583,1917.9723846722763,1.1487722241994935,0.4903772138205864,61.66229348491035,signal
BTC,2023-06-15,2023-07-12,29208.03555968969,29969.34381226582,0.059526441144636344,0.35928101804418755,45.31797088989879,stop
AVAX,2023-07-31,2023-08-01,14.724910696644162,14.270647210319417,59.96720832848641,-0.21249323816368815,-27.24091312046052,signal
SOL,2023-07-13,2023-08-08,19.8696768412289,21.816011573619623,43.28230375329246,0.6642923832888485,84.24185109291837,signal
BTC,2023-10-05,2023-11-02,27871.483619337745,34833.675328655365,0.06993740763317507,3.8224267647899,486.9176395948583,signal
AVAX,2023-10-17,2023-11-02,10.257802004358027,12.176623149155208,80.83503418285848,1.1760862540455526,155.10797283047182,signal
SOL,2023-10-05,2024-01-03,20.441929505881344,101.82976853552962,45.30073408323016,28.943325078930528,3686.928853490838,signal
ETH,2023-10-06,2024-02-01,1692.5519376317625,2416.2289779088624,1.1419200767071274,6.465047760303615,826.3813413444128,signal
AVAX,2024-02-12,2024-02-26,40.983676179369816,40.96639104247301,47.22848581394543,-0.004548562520526787,-0.8163508427227443,signal
BTC,2024-02-12,2024-04-02,46506.89739882877,71345.40801676233,0.06881812572443341,9.524138763552072,1709.339746512626,signal
SOL,2024-02-06,2024-04-02,94.55520288931527,172.62047291655517,13.4821552635299,5.881866126205475,1052.4880911966354,signal
BTC,2024-05-27,2024-06-07,66291.83105911365,65909.75208492402,0.05857143248662408,-0.10775652637828848,-22.37891284130648,signal
SOL,2024-05-24,2024-06-10,156.64342313541138,156.77964175970584,11.794660492513572,0.00774980470302022,1.6066524263103863,signal
ETH,2024-05-20,2024-06-11,3489.8225217176396,3670.6418247794063,0.5593997902981681,0.4897182721440245,101.15028021461322,signal
