date,equity,dd_day,dd_week,regime,halted_today,halted_week,n_positions
2023-01-01,10000.0,0.0,0.0,bull,False,False,0
2023-01-02,10000.0,0.0,0.0,bull,False,False,0
2023-01-03,10000.0,0.0,0.0,bull,False,False,0
2023-01-04,10000.0,0.0,0.0,bull,False,False,0
2023-01-05,10000.0,0.0,0.0,bull,False,False,0
2023-01-06,10000.0,0.0,0.0,bull,False,False,0
2023-01-07,10000.0,0.0,0.0,bull,False,False,0
2023-01-08,10000.0,0.0,0.0,bull,False,False,0
2023-01-09,10000.0,0.0,0.0,bull,False,False,0
2023-01-10,10000.0,0.0,0.0,bull,False,False,0
2023-01-11,10000.0,0.0,0.0,bull,False,False,0
2023-01-12,10000.0,0.0,0.0,bull,False,False,0
2023-01-13,10000.0,0.0,0.0,bull,False,False,0
2023-01-14,10000.0,0.0,0.0,bull,False,False,0
2023-01-15,10000.0,0.0,0.0,bull,False,False,0
2023-01-16,10000.0,0.0,0.0,bull,False,False,0
2023-01-17,10000.0,0.0,0.0,bull,False,False,0
2023-01-18,10000.0,0.0,0.0,bull,False,False,0
2023-01-19,10000.0,0.0,0.0,bull,False,False,0
2023-01-20,10000.0,0.0,0.0,bull,False,False,0
2023-01-21,10000.0,0.0,0.0,bull,False,False,0
2023-01-22,10000.0,0.0,0.0,bull,False,False,0
2023-01-23,10000.0,0.0,0.0,bull,False,False,0
2023-01-24,10000.0,0.0,0.0,bull,False,False,0
2023-01-25,10000.0,0.0,0.0,bull,False,False,0
2023-01-26,10000.0,0.0,0.0,bull,False,False,0
2023-01-27,10000.0,0.0,0.0,bull,False,False,0
2023-01-28,10000.0,0.0,0.0,bull,False,False,0
2023-01-29,10000.0,0.0,0.0,bull,False,False,0
2023-01-30,10000.0,0.0,0.0,bull,False,False,0
2023-01-31,10000.0,0.0,0.0,bull,False,False,0
2023-02-01,10000.0,0.0,0.0,bull,False,False,0
2023-02-02,10000.0,0.0,0.0,bull,False,False,1
2023-02-03,10011.428511663875,0.0,0.0,bull,False,False,1
2023-02-04,10024.95770652052,0.0,0.0,bull,False,False,2
2023-02-05,10060.133787041616,0.0,0.0,bull,False,False,2
2023-02-06,10020.954517072432,0.00389450784637176,0.00389450784637176,bull,False,False,2
2023-02-07,10084.718910497759,0.0,0.0,bull,False,False,2
2023-02-08,10080.591802815936,0.00040924370014188706,0.00040924370014188706,bull,False,False,2
2023-02-09,10178.978674401711,0.0,0.0,bull,False,False,2
2023-02-10,10178.008331083442,9.532816103738191e-05,9.532816103738191e-05,bull,False,False,2
2023-02-11,10228.164034352727,0.0,0.0,bull,False,False,2
2023-02-12,10249.920978522488,0.0,0.0,bull,False,False,2
2023-02-13,10279.01672334263,0.0,0.0,bull,False,False,2
2023-02-14,10344.55670033395,0.0,0.0,bull,False,False,2
2023-02-15,10383.18041977779,0.0,0.0,bull,False,False,2
2023-02-16,10369.334696681395,0.001333476115855683,0.001333476115855683,bull,False,False,2
2023-02-17,10427.032172632482,0.0,0.0,bull,False,False,2
2023-02-18,10434.045047664154,0.0,0.0,bull,False,False,2
2023-02-19,10433.903091201666,1.3605122638437426e-05,1.3605122638437426e-05,bull,False,False,2
2023-02-20,10481.71722268183,0.0,0.0,bull,False,False,3
2023-02-21,10476.656865834824,0.0004827793709273874,0.0004827793709273874,bull,False,False,3
2023-02-22,10467.958980953852,0.0008302156873474268,0.0013125942472675426,bull,False,False,3
2023-02-23,10431.186206049926,0.0035128887083750414,0.00482087195813268,bull,False,False,3
2023-02-24,10395.465902388565,0.0034243759967244893,0.008228739476640457,bull,False,False,3
2023-02-25,10400.290467844101,0.0,0.00776845559824163,bull,False,False,3
2023-02-26,10379.662217123134,0.0019834302498325505,0.009736477658246147,bull,False,False,3
2023-02-27,10351.472729783309,0.00271583860342983,0.00271583860342983,bull,False,False,2
2023-02-28,10356.00467881979,0.0,0.0022792204417130114,bull,False,False,2
2023-03-01,10343.947566196617,0.0011642629563341919,0.003440829786117597,bull,False,False,2
2023-03-02,10286.960870017803,0.005509182622410315,0.008931056248863561,bull,False,False,2
2023-03-03,10309.713001141705,0.0,0.006739064770916639,bull,False,False,2
2023-03-04,10293.494233520922,0.0015731541332903356,0.008301617316608096,bull,False,False,2
2023-03-05,10318.104514383569,0.0,0.0059306075141842465,bull,False,False,2
2023-03-06,10328.433775380176,0.0,0.0,bull,False,False,2
2023-03-07,10313.390610733668,0.0014564807185350743,0.0014564807185350743,bull,False,False,1
2023-03-08,10308.267403965398,0.0004967529071320553,0.0019525101146360155,bull,False,False,1
2023-03-09,10340.062078370689,0.0,0.0,bull,False,False,1
2023-03-10,10329.73439019343,0.0009988033049495267,0.0009988033049495267,bull,False,False,1
2023-03-11,10309.649011020152,0.0019444235848256816,0.0029412847930724625,bull,False,False,1
2023-03-12,10316.865581752707,0.0,0.002243361446204901,bull,False,False,1
2023-03-13,10300.537517815992,0.001582657427038122,0.001582657427038122,bull,False,False,1
2023-03-14,10329.878090751685,0.0,0.0,bull,False,False,1
2023-03-15,10331.396964213509,0.0,0.0,bull,False,False,1
2023-03-16,10334.95701483835,0.0,0.0,bull,False,False,2
