symbol,entry_date,exit_date,entry_price,exit_price,qty,r_multiple,pnl,exit_reason
BTC,2023-02-04,2023-02-27,30472.253715982875,35099.227880010134,0.045941395561506775,2.1204044600027303,212.5696503224484,stop
ETH,2023-02-20,2023-02-27,1616.5669482503652,1534.187103657194,0.9252164298510723,-0.7271631554917929,-76.21918570617996,stop
AVAX,2023-02-27,2023-03-07,18.7381357428165,17.453022350789233,67.91520424682764,-0.8431528612227939,-87.2787384998653,stop
ETH,2023-03-16,2023-03-22,1649.4310538897291,1563.0980004396583,1.0086699392190102,-0.8425923363885073,-87.08155577607447,stop
SOL,2023-02-02,2023-03-27,74.07855718027544,88.08635293964738,19.00524602645937,2.662216046952578,266.22160469525807,signal
BTC,2023-03-23,2023-04-03,34809.40204065511,33952.830531504784,0.05299136869839635,-0.443142157248563,-45.39089665792691,stop
AVAX,2023-04-21,2023-04-28,17.553249615829998,16.97908683996954,99.19452249885,-0.5593126214075801,-56.95380238809237,signal
ETH,2023-05-13,2023-05-22,1553.803949617117,1526.86365357581,0.7769112894413933,-0.20682628417676355,-20.93022013538466,stop
BTC,2023-05-04,2023-06-02,35443.0368234494,34477.64921156026,0.04226233194117723,-0.4029238325901302,-40.799531705559296,stop
AVAX,2023-05-24,2023-06-11,17.719187498712706,18.006221539188306,65.13009206212594,0.18481923776473008,18.69455348113981,stop
AVAX,2023-06-24,2023-07-03,19.843482306739286,19.37837463332569,64.04251850419989,-0.29289011070938703,-29.786666781035507,stop
BTC,2023-06-15,2023-07-05,35576.630529798764,36952.75729913487,0.046992230856706695,0.6413601616844383,64.66726683273635,stop
SOL,2023-08-18,2023-08-29,65.56621752834326,65.20356483613051,30.79098945118361,-0.10376327289098086,-11.166435220366067,stop
AVAX,2023-08-21,2023-08-29,18.111850900097306,17.95646721293665,134.78586477959234,-0.1928602995722594,-20.943524646590415,stop
ETH,2023-06-27,2023-08-30,1583.249052157945,2158.721275076564,1.0590532534138688,5.900758403169758,609.4557299312745,stop
ETH,2023-09-01,2023-09-03,2559.89760136554,1807.0945401036154,0.14343618851927367,-1.0,-107.97920181305177,stop
SOL,2023-09-03,2023-09-04,72.95907152373556,66.44984384625155,16.47462220082562,-1.0,-107.2370668057066,stop
AVAX,2023-08-30,2023-09-12,19.405522248240217,19.836533937599754,54.87582643483797,0.21965024365620467,23.652122656680216,stop
SOL,2023-09-15,2023-09-16,76.65078199735458,65.3882559765863,9.678214352680293,-1.0,-109.00114098163495,stop
