symbol,entry_date,exit_date,entry_price,exit_price,qty,r_multiple,pnl,exit_reason
SOL,2022-03-21,2022-04-06,112.1727471491352,114.25793056434307,19.716305601355497,0.20556056724558203,41.11211344911642,stop
BTC,2022-07-21,2022-08-05,21635.899083989843,22240.08734718888,0.11702572476835338,0.4608074089918983,70.70556939740001,stop
ETH,2022-07-19,2022-08-16,1346.1969618829285,1552.8364974586339,1.464033455780609,1.5064426626837155,302.52719336980005,stop
AVAX,2022-07-22,2022-09-07,21.340114367914143,21.655933198442643,91.10772848933405,0.14111057440158212,28.773536263609532,stop
AVAX,2023-01-12,2023-03-08,13.933386824222696,17.429244049099804,100.81427835729971,1.6121494645637258,352.43232336613806,stop
SOL,2023-01-11,2023-03-13,13.157931510640895,20.766359707037424,100.23896755720281,3.5422633137847948,762.6609871398988,stop
BTC,2023-01-05,2023-05-19,17284.945703984165,27877.41154437204,0.15104355245490872,9.993772974177293,1599.9236697894548,stop
ETH,2023-01-05,2023-06-08,1232.201545766326,1825.9196917185839,2.1187926699899533,6.229700154028269,1257.9656556836692,stop
BTC,2023-06-22,2023-07-12,29810.75287453889,29969.34381226582,0.1208968212672327,0.09863046554571242,19.173140252975152,stop
SOL,2023-07-21,2023-08-11,21.39480383340353,20.358372862325695,101.62761405389038,-0.3648354902900349,-105.33000672219697,stop
SOL,2023-10-06,2024-01-17,20.974628700617348,91.24845285825286,98.9259078346096,24.195366071691684,6951.901851803813,stop
AVAX,2023-11-03,2024-01-23,12.60455884649907,37.76540671288123,133.69644135048011,10.138942773207587,3363.915821096115,stop
BTC,2023-10-05,2024-04-08,27871.483619337745,68568.19004616192,0.12853589333191692,22.343564552596426,5230.987516238611,stop
AVAX,2024-03-18,2024-04-09,50.389078104357814,50.71022814863965,96.38602560247163,0.04507248778613019,30.954376390383967,stop
ETH,2023-11-20,2024-04-10,1985.7477025688447,3416.830552712324,2.3156330341931617,10.074341804421987,3313.8627224595425,stop
SOL,2024-03-01,2024-04-11,108.22309583252078,152.65126688512407,61.54762030670894,4.518474880296758,2734.4482028671446,stop
BTC,2024-05-29,2024-06-10,67216.92041177866,65671.69263553305,0.13498189682568623,-0.511397488312311,-208.5777762653691,stop
ETH,2024-05-23,2024-06-17,3592.7978004453444,3588.9413129561244,2.355803063871512,-0.012633665223398238,-9.0851250428865,stop
