symbol,entry_date,exit_date,entry_price,exit_price,qty,r_multiple,pnl,exit_reason
ETH,2023-01-02,2023-01-08,1605.0322538286655,1553.9082736394064,1.308003916058083,-0.33435183146013403,-66.87036629202676,signal
ETH,2023-01-09,2023-01-19,1580.1331587847649,1532.5814897690111,1.5982733378261005,-0.43830274888179477,-76.00056475701072,stop
BTC,2023-01-02,2023-01-21,32028.445938891586,31458.69701453836,0.041133355746236104,-0.11717842595728296,-23.435685191456585,stop
SOL,2023-01-02,2023-01-21,73.98046577060133,72.16909263488961,33.792704249146006,-0.36132701026818187,-61.211196659954325,stop
AVAX,2023-01-02,2023-01-25,17.804742151005122,18.33433693848261,140.41203061504987,0.6809503739426118,74.36147951286,stop
AVAX,2023-02-10,2023-03-04,18.90155295634468,19.4128706779338,130.2385535378341,0.3663125239912251,66.59328045802783,stop
BTC,2023-02-11,2023-03-05,33133.122681910616,33004.3574503837,0.07396143227805942,-0.07193326925731829,-9.523660951346576,stop
ETH,2023-02-24,2023-04-06,1600.2861884950214,1639.3189501523666,1.5817786472303592,0.3089447542698979,61.741188932020506,stop
AVAX,2023-03-24,2023-04-15,19.762723874851776,20.506030642972483,127.3009367956142,0.5008063939478722,94.6236479082864,stop
ETH,2023-04-14,2023-04-17,1655.22643301227,1611.062361396403,1.2046069360848866,-0.26376000332360017,-53.20034699422304,signal
ETH,2023-04-29,2023-05-05,1646.8924240276403,1588.0437580402465,1.5395256667277484,-0.5652321867587938,-90.59903174028103,stop
BTC,2023-04-16,2023-05-09,35462.37365229272,35254.26723820608,0.07077057252813035,-0.07831336980715796,-14.727810071687951,stop
ETH,2023-05-14,2023-05-17,1634.7758560745156,1578.2874151584851,1.5142367831896022,-0.6034328559304325,-85.5368750600858,signal
BTC,2023-07-08,2023-08-02,37256.714651041744,42765.89781505712,0.0658687578268435,3.224481724792143,362.8830516542522,stop
SOL,2023-07-10,2023-08-02,61.07792463264836,64.6808358928698,40.271498826616465,1.248707635094158,145.09463658841068,stop
ETH,2023-08-30,2023-09-06,1830.4249744164763,2536.470897397261,0.6998443672874085,2.3930312141473578,494.1222622443417,stop
AVAX,2023-09-04,2023-09-08,24.30159426341465,22.33643821594739,77.67425207470907,-0.6995358762008007,-152.64202619711097,signal
BTC,2023-11-03,2023-11-18,50356.95755842097,48090.63807123677,0.045416826235441445,-0.4825248634300855,-102.92903834343952,stop
BTC,2023-12-09,2023-12-12,48857.40216121588,47811.54555190831,0.05013240890131218,-0.24818984738509411,-52.431311189947074,signal
BTC,2023-12-14,2024-01-03,48581.34839104983,48467.838574207526,0.05408614613394484,-0.03485053216658282,-6.139308541370301,stop
BTC,2024-01-27,2024-02-04,49879.1618563115,48565.66070207522,0.052648099599026776,-0.3703468151441125,-69.15333959166816,stop
BTC,2024-03-06,2024-03-10,47865.983778083566,45581.28353065037,0.05450122488913767,-0.9635752551918247,-124.51896198962513,stop
BTC,2024-04-17,2024-05-04,47805.944503791245,50120.521439099364,0.05391850391591622,0.8074071555900945,124.79852555010021,stop
SOL,2024-07-22,2024-07-27,33.45149362964844,32.30100647303887,77.9882855516812,-0.5525659275774748,-89.72452089320903,stop
SOL,2024-08-22,2024-08-27,34.12806399217999,31.837458993217787,80.065065560679,-1.0,-183.39743941552774,stop
AVAX,2024-08-07,2024-08-30,11.15782670811612,13.022984864739318,231.8008313585513,3.18936583023067,432.34521132044017,stop
BTC,2024-09-24,2024-10-14,40482.63727293325,40324.8228212797,0.0664515329456224,-0.06590166267802572,-10.487012233351475,stop
SOL,2024-09-03,2024-10-21,33.919393909304546,38.488545774541066,77.47637431788992,1.6706809750332507,354.00132022634955,stop
SOL,2024-11-21,2024-11-25,38.02188750502641,36.16547597760904,71.91933926765067,-0.7176094856567348,-133.51189046070752,signal
SOL,2024-12-07,2024-12-11,37.64391443052288,36.50411982400324,72.71771267894871,-0.4214960171717994,-82.88325670991033,signal
AVAX,2024-11-30,2024-12-21,14.112540759660725,14.83181770439466,174.80545637118985,0.5818559524079046,125.73353458149082,stop
