,open,high,low,close,volume
2023-01-01,72.5,72.79695184182043,72.37631265985108,72.50449354364426,3426104.94875133
2023-01-02,72.50449354364426,72.87195345742855,72.0626588140717,72.23236820655409,3652526.0321852583
2023-01-03,72.23236820655409,73.75311288540503,71.54317326519754,72.9696703331275,2268089.375862241
2023-01-04,72.9696703331275,76.43457956670494,72.1493439814758,75.3667114163823,5290622.489542122
2023-01-05,75.3667114163823,76.27441532563971,72.94202685948983,73.90583795217579,5232660.316360447
2023-01-06,73.90583795217579,74.84014665791844,72.11064948714348,72.53619989167338,2940914.3777728556
2023-01-07,72.53619989167338,73.68157501069032,72.27459829798977,73.35717423246291,2397831.519232605
2023-01-08,73.35717423246291,73.48331850911528,72.75945257584819,73.12639479544207,3174523.846541901
2023-01-09,73.12639479544207,73.84048124762839,71.70516401256685,72.45042428349106,4284265.299036449
2023-01-10,72.45042428349106,73.39467462436508,72.05999662649245,72.85211962046421,1886593.2206716964
2023-01-11,72.85211962046421,73.17283425624241,72.54419103339643,72.77166227327197,3059653.3126301044
2023-01-12,72.77166227327197,73.14663988818069,71.83221521315849,72.21132997530822,1910128.2291405716
2023-01-13,72.21132997530822,73.24627052880918,71.69359212993453,73.01449143920708,2973696.811100785
2023-01-14,73.01449143920708,73.38333593777807,72.75601774319328,73.15974073585025,3448830.795700581
2023-01-15,73.15974073585025,75.26829194899385,72.84166610800641,74.50824872931354,3687004.6234660274
2023-01-16,74.50824872931354,74.78007325940554,72.89636552383833,73.43050960358923,4586391.382564166
2023-01-17,73.43050960358923,73.85531989711936,72.25340908235083,72.72141238387537,7860432.961385062
2023-01-18,72.72141238387537,73.02038232510408,72.36466295485516,72.7235219481341,3575933.4428612343
2023-01-19,72.7235219481341,73.14304108897012,72.63996114506429,72.79166451613351,4741065.295810775
2023-01-20,72.79166451613351,73.13223419280051,72.09866196583461,72.55415293712403,5453910.611461368
2023-01-21,72.55415293712403,73.54373871353133,71.13000701022101,71.49003037815822,3028277.6336333514
2023-01-22,71.49003037815822,71.69035658782097,69.50791622804839,70.4331143693666,4146413.3554411503
2023-01-23,70.4331143693666,72.8174418625715,69.49979839289264,71.94639131800933,5479814.816290807
2023-01-24,71.94639131800933,72.48084317478269,70.44138301549462,71.03543658674906,2594640.517393487
2023-01-25,71.03543658674906,72.70155046743302,70.31251353519897,72.13492012757996,2506188.0395645094
2023-01-26,72.13492012757996,72.36364463493908,70.37817476001092,71.09063106375679,2802863.079115981
2023-01-27,71.09063106375679,72.81994020192079,70.53897075613003,71.96536546370216,2515036.995718985
2023-01-28,71.96536546370216,72.4308494845552,71.76019519518405,72.14190025862038,2934341.4941912834
2023-01-29,72.14190025862038,72.60223898021098,71.6995750508583,72.39990149412785,4800136.823931566
