,open,high,low,close,volume
2023-01-01,1600.0,1687.3213731302426,1565.4732210783907,1649.1685642976272,5261472.327778302
2023-01-02,1649.1685642976272,1655.1214055048597,1629.648234855522,1633.6514379918817,4719228.950884631
2023-01-03,1633.6514379918817,1641.624747917645,1631.0481956407266,1635.8023848701155,3958898.1726323334
2023-01-04,1635.8023848701155,1648.7768911233093,1626.6936991957311,1643.330019638193,4872627.956483928
2023-01-05,1643.330019638193,1689.0986022169402,1632.1106877510838,1668.186035868662,4833113.774534635
2023-01-06,1668.186035868662,1675.2286317220983,1660.4054276010572,1670.7048527654044,2905145.2884064945
2023-01-07,1670.7048527654044,1681.2776742883577,1663.3301617278055,1674.0072490097155,3936178.9457703345
2023-01-08,1674.0072490097155,1701.3053727759614,1669.4070938340028,1695.2767511159252,2533710.5929804603
2023-01-09,1695.2767511159252,1722.3263034444014,1654.3127767057458,1664.5855768084195,3189134.3221118296
2023-01-10,1664.5855768084195,1668.0104344108327,1638.060173205158,1650.852927105149,2748464.130061247
2023-01-11,1650.852927105149,1675.0943673373915,1601.8766794090163,1610.609956128538,3713772.443636307
2023-01-12,1610.609956128538,1638.4834261991807,1597.8907928289366,1632.558623433944,5325945.168404688
2023-01-13,1632.558623433944,1671.8537691418019,1614.450027436019,1653.2301406669485,3087701.7961296
2023-01-14,1653.2301406669485,1695.461909248328,1633.358180310839,1676.7760930083625,4829216.86440678
2023-01-15,1676.7760930083625,1705.3193936158216,1611.0051283558405,1639.9981576518699,3772824.0341250785
2023-01-16,1639.9981576518699,1656.4841929501367,1612.8411350396475,1621.3838199716133,3630475.7433177014
2023-01-17,1621.3838199716133,1657.8193243754697,1613.1297283947724,1646.7010760731025,4359958.652555567
2023-01-18,1646.7010760731025,1651.3263624600988,1644.3654040698161,1649.0615947569304,3724357.578442039
2023-01-19,1649.0615947569304,1673.1717525432855,1645.1085758610452,1659.162031206566,2616815.830509299
2023-01-20,1659.162031206566,1676.4993908831123,1655.9586969647555,1669.8577459776263,3166368.1640629764
2023-01-21,1669.8577459776263,1711.788644663366,1652.4405681133862,1700.3420209168503,4117581.8895432698
2023-01-22,1700.3420209168503,1735.4674636525858,1694.37511322432,1719.758610361622,4715616.801930371
2023-01-23,1719.758610361622,1748.9937489327806,1649.7092789719995,1678.848810430826,3128880.703565573
2023-01-24,1678.848810430826,1761.1112653135237,1647.953122763828,1741.9667283544584,3268141.856053555
2023-01-25,1741.9667283544584,1748.5067858009775,1733.7308147218457,1741.4935848325588,3757162.701441517
2023-01-26,1741.4935848325588,1805.2964455009544,1726.4606730706496,1780.2539013326864,4961424.110352783
2023-01-27,1780.2539013326864,1791.5736430535796,1760.1861440541272,1764.240707952511,2160044.650574271
2023-01-28,1764.240707952511,1788.5355906682655,1689.8668169074065,1707.7047709423891,4239537.67996937
2023-01-29,1707.7047709423891,1739.2436627259044,1697.5375715521234,1722.5153824270074,4798373.768729066
2023-01-30,1722.5153824270074,1726.1737222942386,1693.0583090840541,1709.0689161030639,3280967.749802191
2023-01-31,1709.0689161030639,1739.6812490273485,1697.0683510919562,1724.4682071303675,2869349.2125383066
2023-02-01,1724.4682071303675,1791.324307293771,1716.3638999389152,1777.8903668527264,3673664.239938806
2023-02-02,1777.8903668527264,1800.8387181717621,1773.0718002726492,1788.9809844581666,3300434.3976579835
2023-02-03,1788.9809844581666,1792.3702724582315,1781.6301605532235,1788.521765079867,1926463.895953819
2023-02-04,1788.521765079867,1850.0905859467125,1762.7269108830453,1821.4409156971485,4212659.386549976
2023-02-05,1821.4409156971485,1838.1084514674906,1816.1501919085895,1828.3180407157824,2561558.1604515277
2023-02-06,1828.3180407157824,1850.557683466278,1816.5015333760223,1837.6732000198053,3651899.6652753227
2023-02-07,1837.6732000198053,1859.0210123472596,1825.1503003954358,1845.433954175282,5792169.836702196
2023-02-08,1845.433954175282,1854.1618207518302,1807.0604117537512,1815.2840332450776,3052430.07075332
2023-02-09,1815.2840332450776,1871.4206110323025,1791.6958965693452,1856.9662969067472,4691737.2788376
2023-02-10,1856.9662969067472,1884.9618114387408,1846.9260419314562,1879.2659584458697,3025236.5258388906
2023-02-11,1879.2659584458697,1927.5901269881429,1866.3966968743368,1914.0653696102468,3075982.721376872
2023-02-12,1914.0653696102468,1968.252320588671,1898.6262291196504,1948.4019913812272,4438793.302954445
2023-02-13,1948.4019913812272,2039.0424293817168,1898.2052638752396,2019.6633429863034,6658824.959497799
2023-02-14,2019.6633429863034,2036.9596798835773,1956.4442932980119,1971.8181065163972,3133107.4770387486
2023-02-15,1971.8181065163972,1986.0140942373748,1944.0742351200026,1957.0733466316487,4774774.945202485
2023-02-16,1957.0733466316487,1980.338774065762,1951.9660044043903,1970.267809819099,3245416.4376979354
2023-02-17,1970.267809819099,2002.6536898216632,1912.1079078283547,1932.5127798046071,4493952.955004294
2023-02-18,1932.5127798046071,1950.4615594896643,1886.1580258394627,1901.620738605313,4458914.78336301
2023-02-19,1901.620738605313,1915.8708532649707,1893.3065020591362,1910.2651713717535,1627315.6258448686
2023-02-20,1910.2651713717535,1919.0959137905095,1891.0298083592147,1903.7881554216267,2458513.507262973
2023-02-21,1903.7881554216267,1959.2696224974545,1889.0678519656376,1947.5872315595464,3345319.988870722
2023-02-22,1947.5872315595464,1955.3265175265856,1934.119769926941,1943.026713865131,3503852.2358364044
2023-02-23,1943.026713865131,1948.3792045073235,1931.4984801097346,1937.8599635524445,2904436.947028099
2023-02-24,1937.8599635524445,1950.5712598999064,1882.6989766026645,1906.7422383727558,2698101.181536066
2023-02-25,1906.7422383727558,1912.8385579380306,1865.8657591510932,1880.0259779299647,3150602.814935125
2023-02-26,1880.0259779299647,1894.3247761443824,1842.0423698480279,1849.718865599907,2975925.0791970105
2023-02-27,1849.718865599907,1869.3797708979164,1846.5480602284317,1857.6784171402262,3703083.6635194416
2023-02-28,1857.6784171402262,1882.1127588414315,1851.4252201817835,1871.646011441004,2193973.021399516
2023-03-01,1871.646011441004,1896.2028659002588,1857.2419000635457,1889.067777202392,2943413.5272388784
2023-03-02,1889.067777202392,1892.8056423794908,1874.267704221246,1885.4104228350277,2969132.898769214
2023-03-03,1885.4104228350277,1922.492128355411,1873.3052299540116,1906.6339121710878,3461193.4641890866
2023-03-04,1906.6339121710878,1940.095186083314,1902.3272009619266,1923.2709893909064,4474308.343816121
2023-03-05,1923.2709893909064,1930.232035775089,1878.7297869653837,1890.558690788435,3652138.6449213317
2023-03-06,1890.558690788435,1894.2359756506642,1869.991432865819,1882.42098378979,3948941.610727077
2023-03-07,1882.42098378979,1897.789037208379,1857.7355697446062,1871.4276610170573,4270971.922644218
2023-03-08,1871.4276610170573,1924.9835916670495,1865.1882384011217,1906.2258609051892,4102514.518303545
2023-03-09,1906.2258609051892,1989.4041036466065,1872.2626926039652,1954.0404211038044,4040938.916687265
2023-03-10,1954.0404211038044,1964.025148355557,1942.1632920792974,1951.1214247335722,3990202.5871344525
2023-03-11,1951.1214247335722,1966.6507062486498,1942.5776327172155,1961.6959111197548,2896956.8548665997
2023-03-12,1961.6959111197548,1970.0851387578825,1903.9131125214728,1915.5066755565613,3740530.817609401
2023-03-13,1915.5066755565613,1932.8446409823118,1876.3716988672409,1886.1622391134777,3429127.0116488617
2023-03-14,1886.1622391134777,1889.7948328907892,1872.553902928416,1877.5712533780315,4928196.511892767
2023-03-15,1877.5712533780315,1932.3890829032182,1843.516053406223,1924.4464921460594,6073485.671641801
2023-03-16,1924.4464921460594,1994.390293563825,1882.9084377709416,1984.1453042478115,6701153.043921913
2023-03-17,1984.1453042478115,1997.0671387205912,1950.2159671754287,1962.012610651072,2041463.117977518
2023-03-18,1962.012610651072,1992.4933856536757,1943.6990278876174,1976.6385899526513,2521585.091081164
2023-03-19,1976.6385899526513,2022.2469879460825,1957.4204146362092,2004.3714742268846,4664717.376079875
2023-03-20,2004.3714742268846,2034.8253383749902,1990.240526792074,2027.6574225132645,3350024.8928579376
2023-03-21,2027.6574225132645,2071.6410057084295,2020.3590445557768,2049.2834937119146,2616678.7216937575
2023-03-22,2049.2834937119146,2064.0557553901417,2036.5868112671449,2039.904788876825,2902333.933693028
2023-03-23,2039.904788876825,2048.737967607872,2012.2331964941447,2026.7956503619537,3350869.909305626
2023-03-24,2026.7956503619537,2052.24007525143,2011.4989015364179,2039.3918636231997,1903381.756190014
2023-03-25,2039.3918636231997,2046.306374591519,2000.6714511373596,2014.1512240690322,3912963.9175940137
2023-03-26,2014.1512240690322,2026.896488514772,1959.3519969557974,1970.662423015581,7062388.347267362
2023-03-27,1970.662423015581,2030.300154495956,1954.0226278531047,2003.6070174067493,4167065.9271550546
2023-03-28,2003.6070174067493,2011.1797535056073,1994.4802783190237,2002.029399116204,2917372.8540391573
2023-03-29,2002.029399116204,2037.1154126402648,1985.8204425727538,2027.9429683197193,3900944.4522884833
2023-03-30,2027.9429683197193,2109.833610982261,1995.3644884036944,2085.7050625537318,4476213.509498177
2023-03-31,2085.7050625537318,2162.231912912476,2063.4803964159464,2131.6877124633493,4024683.897451394
2023-04-01,2131.6877124633493,2175.38941331201,2106.61791659726,2163.4192437045776,3906597.16773962
2023-04-02,2163.4192437045776,2191.6880494554453,2096.5288961536157,2125.0953994693086,3266761.261042172
2023-04-03,2125.0953994693086,2142.2240378572405,2073.384198833053,2087.064031319153,2424853.319468259
2023-04-04,2087.064031319153,2113.9570902045657,2068.9109623567115,2100.3704667679917,6477705.118536028
2023-04-05,2100.3704667679917,2117.32286048238,2047.4349160364952,2055.87514714404,4184250.121731505
2023-04-06,2055.87514714404,2088.7373665190757,2007.5055188001784,2016.230574823733,2584842.465200568
2023-04-07,2016.230574823733,2019.7706410609137,2002.2619148996914,2007.0325974362574,4108299.3647121987
2023-04-08,2007.0325974362574,2033.3137295109614,1990.8102598613964,2028.5985285041384,3402759.044022945
2023-04-09,2028.5985285041384,2044.3574296793945,2001.7372916776299,2012.7073218092899,3689490.7959669023
2023-04-10,2012.7073218092899,2069.867847715801,1995.7635006844894,2046.4752854788055,6378467.861374244
2023-04-11,2046.4752854788055,2059.6686583915916,1992.6589689425728,2011.644263302639,5069481.13805108
2023-04-12,2011.644263302639,2045.3984111218138,1950.737749092828,1971.3326272953482,2305843.7813255717
2023-04-13,1971.3326272953482,1984.4007382530128,1954.6877307045565,1964.392401520187,7962026.238564897
2023-04-14,1964.392401520187,2010.7910699655627,1951.7116299330555,1992.3169415869988,1842813.224273109
2023-04-15,1992.3169415869988,2006.5963835986859,1980.1049390761987,1996.446705324722,2191728.374813131
2023-04-16,1996.446705324722,2011.5078602464487,1989.827251830597,2000.0465747312307,2169688.661282761
2023-04-17,2000.0465747312307,2010.3854165519201,1953.2075652923952,1966.799758930544,4082517.000584302
2023-04-18,1966.799758930544,1971.7983232535237,1957.8347400515177,1968.7649664836542,2951866.18879586
2023-04-19,1968.7649664836542,2024.8030691079232,1943.4693188416718,2005.3673713109883,4234463.994324007
2023-04-20,2005.3673713109883,2037.4293839563509,1942.9171721289156,1958.8573840890933,6352087.945715209
2023-04-21,1958.8573840890933,1970.912083515913,1912.2685080099,1930.9077712107733,3099698.2056281944
2023-04-22,1930.9077712107733,1939.5372402579358,1924.510963008642,1927.172655719293,2100137.3683448755
2023-04-23,1927.172655719293,2032.3488578022857,1914.8129800417275,1992.800879776129,5065713.895103852
2023-04-24,1992.800879776129,2025.4471132867448,1981.0814390356268,2016.5469330427911,3633385.3837967725
2023-04-25,2016.5469330427911,2059.655823467592,1995.1969646178068,2048.6758003542277,3616807.645615758
2023-04-26,2048.6758003542277,2058.433328151686,1994.2065285655533,2011.4119999601603,2437274.239821987
2023-04-27,2011.4119999601603,2030.2777639378678,1960.7848592548346,1973.1746466703958,3148037.2229054472
2023-04-28,1973.1746466703958,1981.8233561648947,1948.3907657321388,1954.8129366385472,3497288.0777696357
2023-04-29,1954.8129366385472,1957.5922137769596,1940.9415430783718,1949.2822790287933,5306600.916588595
2023-04-30,1949.2822790287933,2067.093620821277,1913.9912409529516,2030.058408099326,4656058.484172262
2023-05-01,2030.058408099326,2045.1080561172676,1935.416518669155,1975.270317837872,2978621.892649547
2023-05-02,1975.270317837872,2019.476566992185,1966.2071166762769,2006.1699713469598,3020976.188412657
2023-05-03,2006.1699713469598,2035.3773494249472,1994.6585570309849,2018.3913445455773,2710005.9320833697
2023-05-04,2018.3913445455773,2025.5977488784297,2008.5516168988152,2017.9716020201174,3506986.1355090914
2023-05-05,2017.9716020201174,2031.2134846761446,1926.0925969166228,1961.7645800974212,4356660.019036005
2023-05-06,1961.7645800974212,1972.839468090987,1921.8321392341543,1938.1976728197187,3245296.5480578076
2023-05-07,1938.1976728197187,1975.3428066282959,1927.9014000697086,1960.050875992529,3180511.5443855757
2023-05-08,1960.050875992529,1965.8891696977196,1949.9093863466646,1957.0036228436807,3955423.9828924723
2023-05-09,1957.0036228436807,2007.8113354571842,1946.6427496809367,1993.2902152792703,2834252.368981993
2023-05-10,1993.2902152792703,2016.9161329741567,1980.3761040195182,2002.7545164363592,4508703.991877976
2023-05-11,2002.7545164363592,2031.345575003343,1994.6076577117428,2015.9744467550966,2562812.843771916
2023-05-12,2015.9744467550966,2023.4744513523349,1996.9068247793994,2007.507370068495,3709829.274579467
2023-05-13,2007.507370068495,2054.490404933743,1994.6757540404412,2039.5671341442862,5168927.726400725
2023-05-14,2039.5671341442862,2052.7689358712378,2030.9005972856692,2048.2769601062687,2434036.3804601966
2023-05-15,2048.2769601062687,2054.050144661242,2032.0658857991393,2042.1566711375099,4626244.119662748
2023-05-16,2042.1566711375099,2048.6542194707076,2031.9034678866574,2041.8684137239236,4819615.88157358
2023-05-17,2041.8684137239236,2052.677647896921,2004.619297256323,2012.5238078204277,4741874.741971435
2023-05-18,2012.5238078204277,2018.9359385114367,1980.519388568239,1996.5884373786978,4198700.957362458
2023-05-19,1996.5884373786978,2018.176114732692,1987.4678313419345,2012.5464799640788,4204050.2252262095
2023-05-20,2012.5464799640788,2030.8842764577093,2008.2636159784504,2026.622182435718,3472363.5696677766
2023-05-21,2026.622182435718,2055.378555437604,2015.9071742987092,2040.0510565642946,5392694.3454264905
2023-05-22,2040.0510565642946,2048.6299212878803,1985.9942434356547,1994.6287798491521,3948768.1706741694
2023-05-23,1994.6287798491521,2018.1557380455026,1950.459269712387,1971.5969935499334,3703655.1908398108
2023-05-24,1971.5969935499334,2031.7033615039966,1935.9102183376685,2018.335197516948,2358088.5313808667
2023-05-25,2018.335197516948,2029.2375811193378,1997.6231609444358,2010.4823681307987,4600395.597649771
2023-05-26,2010.4823681307987,2016.5824705872767,1955.133889551559,1977.1723444463375,4290646.947518931
2023-05-27,1977.1723444463375,1989.642002168762,1962.1898682313495,1969.6732590558042,1726446.995496504
2023-05-28,1969.6732590558042,2005.4211028780023,1964.4398382209606,1994.676164375375,6808137.755479549
2023-05-29,1994.676164375375,2020.3265454714594,1976.7631142884493,2009.074503264732,1845049.9496878881
2023-05-30,2009.074503264732,2021.4587374001615,1985.6889870191214,1999.7290315568005,2241961.4435694795
2023-05-31,1999.7290315568005,2051.2210695568,1986.5185959345333,2038.0932609088384,4060775.6881420533
2023-06-01,2038.0932609088384,2045.4834433607468,2026.2446269387274,2042.548075884905,1624663.0188693916
2023-06-02,2042.548075884905,2055.6202263522505,1970.9301863082499,1997.1493268604415,3383103.9658263265
2023-06-03,1997.1493268604415,2015.8686118977023,1975.8447830906662,1981.6444086769848,3320580.256443354
2023-06-04,1981.6444086769848,2054.046295515756,1944.6747443228205,2033.354104686271,4943667.631930415
2023-06-05,2033.354104686271,2040.940086308956,2009.0932506937354,2015.2965457392902,3718462.7913625655
2023-06-06,2015.2965457392902,2020.1031692434883,1980.17359424009,1997.5782417920668,3149852.0343086766
2023-06-07,1997.5782417920668,2023.2816952510757,1989.2531012588227,2008.3463842278593,2500792.6107896585
2023-06-08,2008.3463842278593,2018.6511942612965,2002.8125546615695,2014.710806708319,3176523.6073806155
2023-06-09,2014.710806708319,2049.4731816549142,1999.2925487215061,2043.6418734656047,5013511.541851165
2023-06-10,2043.6418734656047,2054.2186712319053,2034.610163270495,2045.1386665325917,2587070.861736288
2023-06-11,2045.1386665325917,2072.7778673466773,2035.4790254456875,2060.080734733178,5334637.265602387
2023-06-12,2060.080734733178,2112.8287441184743,2041.6161041502212,2088.6703019652755,3146867.5078236433
2023-06-13,2088.6703019652755,2122.173181085496,1999.620877802474,2033.9027970603115,4121874.3633591835
2023-06-14,2033.9027970603115,2087.3165882567746,2011.2735603157987,2064.1604568237904,4537358.67406988
2023-06-15,2064.1604568237904,2082.402634049861,2058.434208337969,2073.04106520483,3327443.393535836
2023-06-16,2073.04106520483,2091.055409905924,2000.0908852903103,2026.035862947534,2361972.796796798
2023-06-17,2026.035862947534,2042.3545793620613,1996.1853356503127,2010.8505761184585,3787523.59202041
2023-06-18,2010.8505761184585,2018.1499287996128,1989.8554293656262,1994.1156432293492,5093752.351220792
2023-06-19,1994.1156432293492,2004.7827013720425,1987.0150236713666,1995.008305884607,4087349.1767508215
2023-06-20,1995.008305884607,2001.1890310725285,1966.8321067578236,1976.512637541657,4483844.614140295
2023-06-21,1976.512637541657,2022.6985398717582,1968.7828500497762,2012.5449127004565,2455280.7685573315
2023-06-22,2012.5449127004565,2070.724436838641,1997.4088465364187,2044.1528423187367,4571820.069327073
2023-06-23,2044.1528423187367,2076.0582913540547,1964.8321654630827,1992.2799774603063,3265216.132884518
2023-06-24,1992.2799774603063,2004.6954949998294,1981.8670725922361,1997.6406639321553,2038783.8092626827
2023-06-25,1997.6406639321553,2024.7338249108864,1952.3706790600756,1959.8851000094833,5699603.929432346
2023-06-26,1959.8851000094833,1990.014983077458,1944.646593691425,1977.543560088757,3015769.01193065
2023-06-27,1977.543560088757,1983.8607417028502,1964.0799678519825,1971.8395838280746,2320987.680477682
2023-06-28,1971.8395838280746,2008.3796416682862,1964.0209276200023,1993.1462116486928,4883404.420647515
2023-06-29,1993.1462116486928,1999.0734124732235,1985.0112989301265,1988.515146972648,2225500.8608831298
2023-06-30,1988.515146972648,2022.7411526643932,1971.6155133859086,2014.6362623613786,3426409.5236582556
2023-07-01,2014.6362623613786,2017.8358054256535,2011.3787009877035,2013.8220915118548,3565530.776819258
2023-07-02,2013.8220915118548,2023.5037843090315,2007.520662154607,2015.6846217436919,3157087.920609662
2023-07-03,2015.6846217436919,2050.7439789081736,2008.4277001412152,2033.7512407749582,3465559.2931476478
2023-07-04,2033.7512407749582,2078.2949303814758,2026.3238887484656,2070.607975515512,4278742.603303753
2023-07-05,2070.607975515512,2138.1247074351504,2062.7257043414347,2109.4425249102746,7318989.447095109
2023-07-06,2109.4425249102746,2134.523154706285,2096.1075391708687,2121.352564110321,6734476.129108682
2023-07-07,2121.352564110321,2132.595185559207,2117.511264723213,2122.6858629757226,3561353.674169956
2023-07-08,2122.6858629757226,2144.06283438068,2090.597421585773,2101.7209254359022,3337157.7221537037
2023-07-09,2101.7209254359022,2130.7746112069535,2082.9618518193247,2117.5024525742842,2747156.0065656034
2023-07-10,2117.5024525742842,2154.2639706344917,2100.813630708688,2140.6380520475304,3247248.6347765536
2023-07-11,2140.6380520475304,2143.4223936243793,2130.441835378943,2140.9160133974083,2970941.247888516
2023-07-12,2140.9160133974083,2149.834004362117,2093.605078004502,2116.6187462843573,3368880.852983675
2023-07-13,2116.6187462843573,2142.4758487330237,2110.5315882229906,2135.797028350166,4097660.788110943
2023-07-14,2135.797028350166,2151.7022372226543,2111.2213203673373,2115.9102048153063,2922618.1497021765
2023-07-15,2115.9102048153063,2137.3568585046078,2109.825886551046,2123.0932579400874,3968135.1605366417
2023-07-16,2123.0932579400874,2167.20689509548,2117.131844896722,2151.842435185942,3597939.0684374343
2023-07-17,2151.842435185942,2160.751097585979,2145.3950513421823,2150.892520387835,3522422.451505645
2023-07-18,2150.892520387835,2160.909559503577,2147.9842006588333,2152.9325194659623,3946648.264677169
2023-07-19,2152.9325194659623,2168.970097689248,2141.262877677227,2163.4193873076165,2483420.364180298
2023-07-20,2163.4193873076165,2196.5705287694473,2154.0552835008402,2189.362848084105,1888506.0927280285
2023-07-21,2189.362848084105,2242.9743666086742,2175.495482281419,2224.176892204669,2789158.7451184266
2023-07-22,2224.176892204669,2252.1811843820124,2211.037198291543,2246.5760026785583,3206386.7646455234
2023-07-23,2246.5760026785583,2290.1153709594105,2232.8428107953996,2268.807627434659,2930136.3167253295
